153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,True,False,False,False,False,0,176,307,192,False,False,False,0,True,False,False,True,True,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,True,False,False,False,False,False,0,176,307,192,False,False,False,0,True,False,False,True,True,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,True,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,True,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,True,False,False,False,False,0,176,307,192,False,False,False,0,False,True,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,True,False,True,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,True,True,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,True,True,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,True,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,176,307,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False
